variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	notes
group_9607	2.17E-02	1.31E-01	1.00E+00	-2.64E+00	6.29E-01	-1.57E+00	8.28E-01	1.04E-01	2.55E+00	2.28E+00	1.38E+00	2.56E+00	-2.30E+00	-3.18E+00	2.22E+00	2.69E+00	-2.21E+00	7.25E-01	bad-chisq
group_9645	2.17E-02	1.31E-01	1.00E+00	3.92E-01	6.29E-01	-1.66E+00	5.66E-01	-1.49E+00	2.63E+00	1.98E+00	1.75E+00	2.71E+00	-2.39E+00	-3.47E+00	2.47E+00	2.85E+00	-2.22E+00	7.98E-01	bad-chisq
group_9870	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_9871	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_9872	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_9873	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_9874	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_9875	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_9880	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_9882	2.17E-02	1.31E-01	1.00E+00	9.34E+00	6.02E-01	-1.68E+00	5.79E-01	-1.47E+00	2.57E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_10109	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10110	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
betB_1	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
dadA_1	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10113	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10114	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10115	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10116	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10117	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10118	1.81E-02	1.69E-01	7.63E-01	-1.42E+00	5.28E-01	-1.66E+00	6.42E-01	-1.21E+00	2.57E+00	2.15E+00	1.63E+00	2.75E+00	-2.51E+00	-3.54E+00	2.37E+00	2.70E+00	-2.28E+00	8.03E-01	bad-chisq
group_10257	1.81E-02	9.45E-02	1.99E-03	3.27E+00	1.06E+00	-1.97E+00	8.20E-01	-1.91E+00	3.67E+00	2.37E+00	2.44E+00	3.51E+00	-3.19E+00	-4.40E+00	2.90E+00	3.36E+00	-2.58E+00	8.57E-01	bad-chisq
group_10259	1.81E-02	1.69E-01	1.20E-01	-2.13E+00	5.82E-01	-1.70E+00	7.49E-01	-1.60E+00	2.83E+00	2.06E+00	1.77E+00	2.97E+00	-2.76E+00	-3.92E+00	2.63E+00	3.13E+00	-2.13E+00	8.27E-01	bad-chisq
group_10346	1.81E-02	1.69E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_10347	1.81E-02	1.69E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_10348	1.81E-02	1.69E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_10349	1.81E-02	1.69E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_10350	1.81E-02	1.69E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_10368	1.81E-02	7.19E-01	1.00E+00	8.80E-01	8.70E-01	-1.69E+00	5.89E-01	-1.48E+00	2.60E+00	2.09E+00	1.66E+00	2.77E+00	-2.55E+00	-3.55E+00	2.42E+00	2.91E+00	-2.20E+00	8.85E-01	bad-chisq
group_10370	1.81E-02	7.19E-01	1.00E+00	8.80E-01	8.70E-01	-1.69E+00	5.89E-01	-1.48E+00	2.60E+00	2.09E+00	1.66E+00	2.77E+00	-2.55E+00	-3.55E+00	2.42E+00	2.91E+00	-2.20E+00	8.85E-01	bad-chisq
group_10372	1.81E-02	7.19E-01	1.00E+00	8.80E-01	8.70E-01	-1.69E+00	5.89E-01	-1.48E+00	2.60E+00	2.09E+00	1.66E+00	2.77E+00	-2.55E+00	-3.55E+00	2.42E+00	2.91E+00	-2.20E+00	8.85E-01	bad-chisq
group_10373	1.81E-02	7.19E-01	1.00E+00	8.80E-01	8.70E-01	-1.69E+00	5.89E-01	-1.48E+00	2.60E+00	2.09E+00	1.66E+00	2.77E+00	-2.55E+00	-3.55E+00	2.42E+00	2.91E+00	-2.20E+00	8.85E-01	bad-chisq
group_10374	1.81E-02	7.19E-01	1.00E+00	8.80E-01	8.70E-01	-1.69E+00	5.89E-01	-1.48E+00	2.60E+00	2.09E+00	1.66E+00	2.77E+00	-2.55E+00	-3.55E+00	2.42E+00	2.91E+00	-2.20E+00	8.85E-01	bad-chisq
group_10405	1.81E-02	9.45E-02	1.99E-03	3.27E+00	1.06E+00	-1.97E+00	8.20E-01	-1.91E+00	3.67E+00	2.37E+00	2.44E+00	3.51E+00	-3.19E+00	-4.40E+00	2.90E+00	3.36E+00	-2.58E+00	8.57E-01	bad-chisq
group_10439	1.81E-02	1.69E-01	1.00E+00	9.27E+00	5.65E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.55E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_10440	1.81E-02	1.69E-01	1.00E+00	-7.07E-01	5.27E-01	-1.66E+00	5.81E-01	-1.51E+00	2.56E+00	2.07E+00	1.65E+00	2.75E+00	-2.47E+00	-3.53E+00	2.43E+00	2.81E+00	-2.26E+00	8.02E-01	bad-chisq
group_10489	1.81E-02	1.69E-01	1.00E+00	8.89E-01	5.14E-01	-1.66E+00	5.75E-01	-1.43E+00	2.51E+00	2.07E+00	1.60E+00	2.72E+00	-2.49E+00	-3.50E+00	2.39E+00	2.85E+00	-2.23E+00	8.00E-01	bad-chisq
group_10607	1.81E-02	1.69E-01	1.00E+00	9.27E+00	5.65E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.55E+00	2.40E+00	2.82E+00	-2.25E+00	8.10E-01	bad-chisq
group_10627	1.81E-02	1.69E-01	1.00E+00	-9.34E-01	6.18E-01	-1.64E+00	6.15E-01	-1.57E+00	2.63E+00	2.00E+00	1.71E+00	2.75E+00	-2.53E+00	-3.62E+00	2.39E+00	2.83E+00	-2.08E+00	7.02E-01	bad-chisq
group_10628	1.81E-02	1.69E-01	1.00E+00	-9.34E-01	6.18E-01	-1.64E+00	6.15E-01	-1.57E+00	2.63E+00	2.00E+00	1.71E+00	2.75E+00	-2.53E+00	-3.62E+00	2.39E+00	2.83E+00	-2.08E+00	7.02E-01	bad-chisq
group_10629	1.81E-02	1.69E-01	1.00E+00	-9.34E-01	6.18E-01	-1.64E+00	6.15E-01	-1.57E+00	2.63E+00	2.00E+00	1.71E+00	2.75E+00	-2.53E+00	-3.62E+00	2.39E+00	2.83E+00	-2.08E+00	7.02E-01	bad-chisq
group_10630	1.81E-02	1.69E-01	1.00E+00	-9.34E-01	6.18E-01	-1.64E+00	6.15E-01	-1.57E+00	2.63E+00	2.00E+00	1.71E+00	2.75E+00	-2.53E+00	-3.62E+00	2.39E+00	2.83E+00	-2.08E+00	7.02E-01	bad-chisq
group_10631	1.81E-02	1.69E-01	1.00E+00	-9.34E-01	6.18E-01	-1.64E+00	6.15E-01	-1.57E+00	2.63E+00	2.00E+00	1.71E+00	2.75E+00	-2.53E+00	-3.62E+00	2.39E+00	2.83E+00	-2.08E+00	7.02E-01	bad-chisq
group_10632	1.81E-02	1.69E-01	1.00E+00	-9.34E-01	6.18E-01	-1.64E+00	6.15E-01	-1.57E+00	2.63E+00	2.00E+00	1.71E+00	2.75E+00	-2.53E+00	-3.62E+00	2.39E+00	2.83E+00	-2.08E+00	7.02E-01	bad-chisq
group_10633	1.81E-02	1.69E-01	1.00E+00	-9.34E-01	6.18E-01	-1.64E+00	6.15E-01	-1.57E+00	2.63E+00	2.00E+00	1.71E+00	2.75E+00	-2.53E+00	-3.62E+00	2.39E+00	2.83E+00	-2.08E+00	7.02E-01	bad-chisq
group_10681	1.81E-02	7.19E-01	1.11E-01	3.93E+00	9.54E-01	-1.87E+00	4.26E-01	-1.44E+00	2.68E+00	2.27E+00	1.82E+00	2.91E+00	-1.76E+00	-3.41E+00	3.39E+00	3.07E+00	-3.30E+00	1.19E+00	bad-chisq
group_10682	1.81E-02	7.19E-01	1.11E-01	3.93E+00	9.54E-01	-1.87E+00	4.26E-01	-1.44E+00	2.68E+00	2.27E+00	1.82E+00	2.91E+00	-1.76E+00	-3.41E+00	3.39E+00	3.07E+00	-3.30E+00	1.19E+00	bad-chisq
group_10683	1.81E-02	7.19E-01	1.11E-01	3.93E+00	9.54E-01	-1.87E+00	4.26E-01	-1.44E+00	2.68E+00	2.27E+00	1.82E+00	2.91E+00	-1.76E+00	-3.41E+00	3.39E+00	3.07E+00	-3.30E+00	1.19E+00	bad-chisq
group_10684	1.81E-02	7.19E-01	1.11E-01	3.93E+00	9.54E-01	-1.87E+00	4.26E-01	-1.44E+00	2.68E+00	2.27E+00	1.82E+00	2.91E+00	-1.76E+00	-3.41E+00	3.39E+00	3.07E+00	-3.30E+00	1.19E+00	bad-chisq
group_10685	1.81E-02	7.19E-01	1.11E-01	3.93E+00	9.54E-01	-1.87E+00	4.26E-01	-1.44E+00	2.68E+00	2.27E+00	1.82E+00	2.91E+00	-1.76E+00	-3.41E+00	3.39E+00	3.07E+00	-3.30E+00	1.19E+00	bad-chisq
group_10796	1.81E-02	9.45E-02	2.74E-02	2.45E+00	1.10E+00	-1.82E+00	6.90E-01	-1.75E+00	3.10E+00	2.20E+00	1.99E+00	3.00E+00	-2.75E+00	-3.81E+00	2.74E+00	3.34E+00	-1.96E+00	1.35E+00	bad-chisq
group_11130	1.81E-02	1.69E-01	1.00E+00	7.29E-01	6.12E-01	-1.66E+00	5.70E-01	-1.49E+00	2.61E+00	2.01E+00	1.73E+00	2.72E+00	-2.43E+00	-3.49E+00	2.45E+00	2.84E+00	-2.23E+00	8.01E-01	bad-chisq
group_11563	1.81E-02	7.19E-01	1.00E+00	1.70E-01	9.39E-01	-1.67E+00	5.73E-01	-1.47E+00	2.55E+00	2.08E+00	1.64E+00	2.75E+00	-2.53E+00	-3.54E+00	2.39E+00	2.81E+00	-2.25E+00	8.09E-01	bad-chisq
group_11564	1.81E-02	7.19E-01	1.00E+00	1.70E-01	9.39E-01	-1.67E+00	5.73E-01	-1.47E+00	2.55E+00	2.08E+00	1.64E+00	2.75E+00	-2.53E+00	-3.54E+00	2.39E+00	2.81E+00	-2.25E+00	8.09E-01	bad-chisq
group_11674	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11675	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11676	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11678	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11679	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11680	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11681	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11682	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11683	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11684	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11685	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11686	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11687	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11688	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11689	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11690	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11705	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11706	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11707	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11708	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11709	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11711	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11712	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11713	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
prtN_2	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11715	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11716	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11717	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11718	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11719	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
paeR7IR	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
paeR7IM	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11722	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11725	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11726	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11727	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11728	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11729	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11730	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11731	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11732	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11733	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_11734	1.81E-02	1.69E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
