variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	notes
group_1593	7.94E-02	6.32E-01	2.20E-01	1.22E+00	1.03E+00	-2.00E+00	3.54E-01	-2.26E+00	2.84E+00	2.01E+00	2.11E+00	2.99E+00	-3.15E+00	-4.58E+00	2.88E+00	3.14E+00	-2.60E+00	9.85E-01	
group_1653	7.94E-02	6.32E-01	2.63E-01	9.69E-01	8.81E-01	-1.90E+00	3.37E-01	-1.95E+00	2.62E+00	2.31E+00	1.90E+00	3.02E+00	-2.69E+00	-3.86E+00	2.41E+00	2.48E+00	-2.75E+00	1.05E+00	
group_1672	7.94E-02	6.02E-01	2.73E-01	8.14E-01	7.44E-01	-1.89E+00	2.13E-01	-2.20E+00	2.39E+00	2.20E+00	1.77E+00	2.91E+00	-2.47E+00	-3.73E+00	2.52E+00	2.62E+00	-2.81E+00	1.10E+00	
group_1708	7.94E-02	5.76E-05	4.34E-03	2.57E+00	9.61E-01	-2.13E+00	1.01E+00	-2.51E+00	2.83E+00	2.11E+00	2.02E-01	2.56E+00	-2.97E+00	-4.10E+00	1.90E+00	2.24E+00	-2.84E+00	1.29E+00	
group_2790	7.94E-02	4.79E-02	1.84E-01	-1.83E+00	1.50E+00	-1.75E+00	4.51E-01	-1.90E+00	2.50E+00	2.18E+00	1.55E+00	2.84E+00	-3.66E+00	-3.56E+00	2.84E+00	2.71E+00	-2.70E+00	9.86E-01	
group_2806	7.94E-02	2.89E-03	4.22E-02	-2.59E+00	6.62E-01	-1.54E+00	5.14E-01	-1.43E+00	2.55E+00	1.62E+00	1.82E+00	2.49E+00	-1.99E+00	-3.09E+00	2.33E+00	3.21E+00	-2.46E+00	9.46E-01	bad-chisq
group_2933	7.94E-02	9.83E-01	9.40E-01	-5.20E-02	6.86E-01	-1.87E+00	5.52E-01	-1.93E+00	2.75E+00	2.31E+00	1.79E+00	3.13E+00	-2.84E+00	-4.03E+00	2.67E+00	3.02E+00	-2.59E+00	9.71E-01	
group_2964	7.94E-02	3.07E-01	6.48E-02	1.66E+00	9.03E-01	-2.02E+00	1.38E+00	-2.15E+00	2.69E+00	2.01E+00	2.29E+00	3.21E+00	-2.87E+00	-4.12E+00	3.03E+00	3.15E+00	-2.57E+00	1.03E+00	
group_3013	7.94E-02	1.17E-02	3.97E-04	4.52E+00	1.53E+00	-2.35E+00	3.38E+00	-2.09E+00	1.63E+00	1.71E+00	2.83E+00	3.36E+00	-3.90E+00	-3.97E+00	2.24E+00	2.30E+00	-2.93E+00	1.25E+00	
group_3137	7.94E-02	4.28E-04	1.07E-02	1.58E+00	6.25E-01	-1.93E+00	3.59E-02	-9.12E-01	2.18E+00	1.83E+00	1.44E+00	2.93E+00	-2.83E+00	-3.76E+00	2.22E+00	2.64E+00	-2.54E+00	9.88E-01	
frmR	7.94E-02	6.32E-01	1.25E-01	1.55E+00	1.05E+00	-2.01E+00	4.63E-01	-1.52E+00	2.98E+00	2.07E+00	2.14E+00	2.92E+00	-3.15E+00	-4.62E+00	2.93E+00	3.15E+00	-2.63E+00	9.56E-01	
group_3440	7.94E-02	4.32E-02	4.43E-01	-1.16E+00	1.66E+00	-1.80E+00	3.21E-01	-1.56E+00	2.43E+00	2.59E+00	2.19E+00	3.43E+00	-2.97E+00	-4.13E+00	2.79E+00	3.25E+00	-2.51E+00	8.95E-01	
group_3475	7.94E-02	6.02E-01	4.60E-02	1.37E+00	6.77E-01	-2.16E+00	7.35E-01	-2.06E+00	3.54E+00	2.35E+00	2.13E+00	3.93E+00	-3.54E+00	-4.79E+00	3.08E+00	3.64E+00	-2.47E+00	1.26E+00	
group_3631	7.94E-02	4.28E-04	8.45E-02	1.43E+00	8.21E-01	-1.99E+00	7.70E-01	-2.34E+00	3.16E+00	1.91E+00	1.37E+00	2.76E+00	-2.68E+00	-3.98E+00	2.50E+00	2.60E+00	-2.70E+00	1.05E+00	
group_3975	7.94E-02	1.17E-02	6.48E-01	3.08E-01	6.77E-01	-1.87E+00	5.04E-01	-1.91E+00	2.71E+00	2.32E+00	1.78E+00	3.04E+00	-2.78E+00	-3.90E+00	2.65E+00	2.88E+00	-2.39E+00	1.02E+00	
group_567	7.94E-02	4.79E-02	6.94E-01	-4.67E-01	1.20E+00	-1.84E+00	5.20E-01	-1.94E+00	2.71E+00	2.24E+00	1.77E+00	3.04E+00	-2.93E+00	-3.89E+00	2.73E+00	2.95E+00	-2.60E+00	9.72E-01	
group_6304	7.94E-02	6.32E-01	5.49E-02	-2.32E+00	1.39E+00	-1.65E+00	9.23E-01	-3.20E+00	2.71E+00	2.62E+00	1.52E+00	3.85E+00	-2.20E+00	-3.08E+00	2.28E+00	2.88E+00	-2.89E+00	1.21E+00	
group_6505	7.94E-02	1.39E-01	2.83E-01	-7.86E-01	7.58E-01	-1.81E+00	5.41E-01	-1.90E+00	2.79E+00	2.13E+00	1.88E+00	3.06E+00	-2.75E+00	-3.90E+00	2.67E+00	3.06E+00	-2.77E+00	9.53E-01	
clpP_3	7.94E-02	1.39E-01	2.83E-01	-7.86E-01	7.58E-01	-1.81E+00	5.41E-01	-1.90E+00	2.79E+00	2.13E+00	1.88E+00	3.06E+00	-2.75E+00	-3.90E+00	2.67E+00	3.06E+00	-2.77E+00	9.53E-01	
group_6507	7.94E-02	1.39E-01	2.83E-01	-7.86E-01	7.58E-01	-1.81E+00	5.41E-01	-1.90E+00	2.79E+00	2.13E+00	1.88E+00	3.06E+00	-2.75E+00	-3.90E+00	2.67E+00	3.06E+00	-2.77E+00	9.53E-01	
group_6925	7.94E-02	1.17E-02	3.97E-04	4.52E+00	1.53E+00	-2.35E+00	3.38E+00	-2.09E+00	1.63E+00	1.71E+00	2.83E+00	3.36E+00	-3.90E+00	-3.97E+00	2.24E+00	2.30E+00	-2.93E+00	1.25E+00	
group_6926	7.94E-02	1.17E-02	3.97E-04	4.52E+00	1.53E+00	-2.35E+00	3.38E+00	-2.09E+00	1.63E+00	1.71E+00	2.83E+00	3.36E+00	-3.90E+00	-3.97E+00	2.24E+00	2.30E+00	-2.93E+00	1.25E+00	
group_6940	7.94E-02	3.07E-01	9.85E-01	-1.60E-02	8.49E-01	-1.87E+00	5.36E-01	-1.94E+00	2.74E+00	2.30E+00	1.78E+00	3.11E+00	-2.83E+00	-4.02E+00	2.66E+00	3.00E+00	-2.60E+00	9.75E-01	
group_7465	7.94E-02	4.79E-02	1.74E-07	-1.36E+01	1.24E+00	-1.42E+00	2.55E-01	-1.65E+00	2.97E+00	2.30E+00	1.02E+00	2.45E+00	-1.24E+01	-1.59E+00	5.59E+00	1.27E+00	-5.06E+00	2.06E+00	high-bse
group_7467	7.94E-02	4.79E-02	1.74E-07	-1.36E+01	1.24E+00	-1.42E+00	2.55E-01	-1.65E+00	2.97E+00	2.30E+00	1.02E+00	2.45E+00	-1.24E+01	-1.59E+00	5.59E+00	1.27E+00	-5.06E+00	2.06E+00	high-bse
group_7468	7.94E-02	4.79E-02	1.74E-07	-1.36E+01	1.24E+00	-1.42E+00	2.55E-01	-1.65E+00	2.97E+00	2.30E+00	1.02E+00	2.45E+00	-1.24E+01	-1.59E+00	5.59E+00	1.27E+00	-5.06E+00	2.06E+00	high-bse
group_7469	7.94E-02	4.79E-02	1.74E-07	-1.36E+01	1.24E+00	-1.42E+00	2.55E-01	-1.65E+00	2.97E+00	2.30E+00	1.02E+00	2.45E+00	-1.24E+01	-1.59E+00	5.59E+00	1.27E+00	-5.06E+00	2.06E+00	high-bse
group_8051	7.94E-02	1.28E-01	3.18E-02	1.81E+00	8.72E-01	-2.05E+00	1.18E+00	-2.15E+00	2.77E+00	2.22E+00	2.29E+00	3.38E+00	-1.85E+00	-4.44E+00	2.59E+00	3.11E+00	-2.45E+00	9.79E-01	
group_8065	7.94E-02	6.12E-06	3.07E-02	2.30E+00	1.25E+00	-1.88E+00	5.86E-01	-2.40E+00	2.40E+00	1.50E+00	6.06E-01	1.91E+00	-1.77E+00	-3.03E+00	1.88E+00	1.58E+00	-2.85E+00	1.16E+00	
group_830	7.94E-02	6.32E-01	3.24E-02	-1.58E+00	7.81E-01	-1.82E+00	-1.56E-01	-1.93E+00	2.88E+00	2.53E+00	1.48E+00	3.35E+00	-2.48E+00	-4.35E+00	2.83E+00	2.58E+00	-2.90E+00	1.22E+00	
group_851	7.94E-02	4.32E-02	4.81E-01	4.90E-01	6.94E-01	-1.90E+00	4.79E-01	-2.09E+00	2.58E+00	2.37E+00	1.66E+00	3.06E+00	-2.77E+00	-3.95E+00	2.76E+00	2.90E+00	-2.38E+00	8.38E-01	
xerD_2	7.94E-02	1.32E-02	1.00E+00	6.90E-03	9.35E-01	-1.66E+00	5.68E-01	-1.45E+00	2.51E+00	2.07E+00	1.61E+00	2.72E+00	-2.50E+00	-3.51E+00	2.38E+00	2.82E+00	-2.24E+00	8.03E-01	bad-chisq
group_8961	7.94E-02	1.32E-02	1.04E-01	3.53E+00	1.15E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_9062	7.94E-02	6.32E-01	2.63E-01	9.69E-01	8.81E-01	-1.90E+00	3.37E-01	-1.95E+00	2.62E+00	2.31E+00	1.90E+00	3.02E+00	-2.69E+00	-3.86E+00	2.41E+00	2.48E+00	-2.75E+00	1.05E+00	
smc_2	7.94E-02	1.32E-02	5.79E-01	1.32E+00	1.08E+00	-1.77E+00	6.48E-01	-1.63E+00	2.94E+00	2.15E+00	1.94E+00	2.99E+00	-2.66E+00	-3.85E+00	2.62E+00	2.87E+00	-2.35E+00	8.51E-01	bad-chisq
group_9172	7.94E-02	1.32E-02	5.79E-01	1.32E+00	1.08E+00	-1.77E+00	6.48E-01	-1.63E+00	2.94E+00	2.15E+00	1.94E+00	2.99E+00	-2.66E+00	-3.85E+00	2.62E+00	2.87E+00	-2.35E+00	8.51E-01	bad-chisq
group_9173	7.94E-02	1.32E-02	5.79E-01	1.32E+00	1.08E+00	-1.77E+00	6.48E-01	-1.63E+00	2.94E+00	2.15E+00	1.94E+00	2.99E+00	-2.66E+00	-3.85E+00	2.62E+00	2.87E+00	-2.35E+00	8.51E-01	bad-chisq
group_9399	7.94E-02	6.02E-01	2.73E-01	8.14E-01	7.44E-01	-1.89E+00	2.13E-01	-2.20E+00	2.39E+00	2.20E+00	1.77E+00	2.91E+00	-2.47E+00	-3.73E+00	2.52E+00	2.62E+00	-2.81E+00	1.10E+00	
group_9400	7.94E-02	6.02E-01	2.73E-01	8.14E-01	7.44E-01	-1.89E+00	2.13E-01	-2.20E+00	2.39E+00	2.20E+00	1.77E+00	2.91E+00	-2.47E+00	-3.73E+00	2.52E+00	2.62E+00	-2.81E+00	1.10E+00	
group_948	7.94E-02	6.32E-01	4.64E-01	-5.29E-01	7.40E-01	-1.82E+00	5.76E-01	-2.05E+00	2.72E+00	2.26E+00	1.79E+00	3.18E+00	-2.76E+00	-4.05E+00	2.63E+00	2.76E+00	-2.72E+00	7.37E-01	
group_9887	7.94E-02	4.32E-02	6.38E-01	5.35E+00	2.00E+00	-1.78E+00	1.29E+00	-2.79E+00	2.98E+00	5.68E-01	-8.07E-01	8.74E-01	-1.42E+00	-2.54E+00	1.16E+00	5.96E-01	-2.49E+00	1.08E+00	high-bse
group_9988	7.94E-02	4.28E-04	5.95E-02	1.66E+00	8.96E-01	-1.99E+00	7.86E-01	-2.35E+00	3.12E+00	1.87E+00	1.22E+00	2.68E+00	-2.60E+00	-3.86E+00	2.39E+00	2.45E+00	-2.74E+00	1.07E+00	
group_10692	7.58E-02	3.68E-03	1.00E+00	-5.75E-01	8.12E-01	-1.61E+00	6.07E-01	-1.53E+00	2.65E+00	1.92E+00	1.77E+00	2.67E+00	-2.54E+00	-3.50E+00	2.29E+00	2.80E+00	-1.95E+00	6.95E-01	bad-chisq
group_11075	7.58E-02	2.75E-02	3.10E-02	-2.82E+00	1.62E+00	-1.79E+00	1.35E-01	-1.28E+00	2.16E+00	3.10E+00	2.75E+00	4.05E+00	-3.18E+00	-4.52E+00	3.51E+00	4.56E+00	-2.72E+00	1.02E+00	
group_11076	7.58E-02	2.75E-02	3.10E-02	-2.82E+00	1.62E+00	-1.79E+00	1.35E-01	-1.28E+00	2.16E+00	3.10E+00	2.75E+00	4.05E+00	-3.18E+00	-4.52E+00	3.51E+00	4.56E+00	-2.72E+00	1.02E+00	
group_11077	7.58E-02	2.75E-02	3.10E-02	-2.82E+00	1.62E+00	-1.79E+00	1.35E-01	-1.28E+00	2.16E+00	3.10E+00	2.75E+00	4.05E+00	-3.18E+00	-4.52E+00	3.51E+00	4.56E+00	-2.72E+00	1.02E+00	
group_11078	7.58E-02	2.75E-02	3.10E-02	-2.82E+00	1.62E+00	-1.79E+00	1.35E-01	-1.28E+00	2.16E+00	3.10E+00	2.75E+00	4.05E+00	-3.18E+00	-4.52E+00	3.51E+00	4.56E+00	-2.72E+00	1.02E+00	
group_11079	7.58E-02	2.75E-02	3.10E-02	-2.82E+00	1.62E+00	-1.79E+00	1.35E-01	-1.28E+00	2.16E+00	3.10E+00	2.75E+00	4.05E+00	-3.18E+00	-4.52E+00	3.51E+00	4.56E+00	-2.72E+00	1.02E+00	
group_11080	7.58E-02	2.75E-02	3.10E-02	-2.82E+00	1.62E+00	-1.79E+00	1.35E-01	-1.28E+00	2.16E+00	3.10E+00	2.75E+00	4.05E+00	-3.18E+00	-4.52E+00	3.51E+00	4.56E+00	-2.72E+00	1.02E+00	
group_11081	7.58E-02	2.75E-02	3.10E-02	-2.82E+00	1.62E+00	-1.79E+00	1.35E-01	-1.28E+00	2.16E+00	3.10E+00	2.75E+00	4.05E+00	-3.18E+00	-4.52E+00	3.51E+00	4.56E+00	-2.72E+00	1.02E+00	
group_1375	7.58E-02	9.05E-02	9.13E-03	1.55E+00	5.91E-01	-2.11E+00	6.94E-01	-2.21E+00	3.16E+00	2.70E+00	1.86E+00	3.39E+00	-3.38E+00	-4.22E+00	2.81E+00	4.03E+00	-2.64E+00	7.89E-01	
group_1469	7.58E-02	1.67E-02	1.00E+00	-4.74E-01	9.09E-01	-1.67E+00	6.41E-01	-1.41E+00	2.59E+00	2.09E+00	1.62E+00	2.77E+00	-2.51E+00	-3.57E+00	2.48E+00	2.94E+00	-2.24E+00	7.78E-01	bad-chisq
group_1490	7.58E-02	2.37E-01	8.84E-02	1.62E+00	9.80E-01	-2.03E+00	1.18E+00	-2.97E+00	2.54E+00	1.87E+00	2.32E+00	3.21E+00	-2.97E+00	-4.20E+00	2.96E+00	3.12E+00	-2.51E+00	1.04E+00	
group_1513	7.58E-02	2.37E-01	1.37E-01	1.30E+00	8.83E-01	-1.94E+00	1.15E+00	-1.92E+00	2.43E+00	2.10E+00	1.96E+00	3.10E+00	-2.75E+00	-3.95E+00	2.62E+00	2.88E+00	-2.55E+00	1.00E+00	
rfnT	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
group_1627	7.58E-02	3.89E-01	9.64E-01	3.61E-02	8.04E-01	-1.87E+00	5.35E-01	-1.93E+00	2.72E+00	2.30E+00	1.78E+00	3.10E+00	-2.81E+00	-4.01E+00	2.66E+00	2.99E+00	-2.61E+00	9.77E-01	
group_1645	7.58E-02	3.68E-03	2.60E-02	-2.43E+00	6.58E-01	-1.58E+00	1.98E-01	-1.34E+00	2.46E+00	2.15E+00	1.44E+00	2.61E+00	-2.36E+00	-3.35E+00	2.35E+00	2.66E+00	-2.25E+00	7.80E-01	bad-chisq
group_1648	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_1650	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_262	7.58E-02	1.67E-02	7.77E-04	-2.35E+00	1.14E+00	-1.63E+00	9.58E-01	-1.85E+00	3.12E+00	1.87E+00	1.92E+00	3.13E+00	-2.97E+00	-4.11E+00	2.65E+00	3.74E+00	-2.21E+00	8.77E-01	bad-chisq
group_2802	7.58E-02	3.68E-03	5.50E-04	-3.84E+00	7.02E-01	-1.33E+00	3.60E-01	-1.68E+00	1.56E+00	2.24E+00	1.32E+00	1.48E+00	-1.59E+00	-2.56E+00	1.57E+00	2.57E+00	-2.58E+00	1.13E+00	bad-chisq
group_2804	7.58E-02	3.68E-03	2.12E-03	-3.09E+00	7.07E-01	-1.49E+00	6.02E-01	-1.79E+00	2.50E+00	1.77E+00	1.72E+00	2.71E+00	-1.88E+00	-2.84E+00	2.23E+00	3.09E+00	-2.49E+00	1.00E+00	bad-chisq
group_2874	7.58E-02	6.63E-03	9.52E-02	1.15E+00	6.97E-01	-1.93E+00	1.58E-01	-1.56E+00	2.47E+00	2.21E+00	1.74E+00	3.21E+00	-2.93E+00	-3.67E+00	2.04E+00	2.18E+00	-2.69E+00	1.01E+00	
group_2965	7.58E-02	5.02E-01	2.23E-01	1.17E+00	9.52E-01	-1.95E+00	1.10E+00	-2.04E+00	2.61E+00	2.10E+00	2.07E+00	3.13E+00	-2.85E+00	-4.02E+00	2.81E+00	3.05E+00	-2.56E+00	1.01E+00	
group_2994	7.58E-02	9.05E-02	3.83E-01	8.28E-01	9.62E-01	-1.93E+00	9.26E-01	-1.93E+00	2.61E+00	2.19E+00	1.96E+00	3.16E+00	-2.35E+00	-4.11E+00	2.51E+00	3.07E+00	-2.44E+00	9.52E-01	
group_3046	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
group_3047	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
group_3048	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
oprM_3	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
group_3068	7.58E-02	3.68E-03	3.18E-03	-3.01E+00	6.75E-01	-1.65E+00	7.56E-01	-1.92E+00	2.86E+00	2.27E+00	1.75E+00	3.20E+00	-2.91E+00	-3.52E+00	2.46E+00	2.76E+00	-2.33E+00	9.78E-01	bad-chisq
group_3347	7.58E-02	2.75E-02	1.38E-01	-1.94E+00	1.51E+00	-1.79E+00	4.56E-02	-1.38E+00	2.55E+00	2.89E+00	2.58E+00	3.71E+00	-2.98E+00	-4.26E+00	3.13E+00	3.74E+00	-2.52E+00	8.69E-01	
group_3364	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_3365	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_3366	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_3502	7.58E-02	8.73E-01	4.92E-01	5.01E-01	7.23E-01	-1.93E+00	7.01E-01	-1.95E+00	2.90E+00	2.17E+00	1.93E+00	3.29E+00	-2.87E+00	-4.11E+00	2.86E+00	3.15E+00	-2.60E+00	9.64E-01	
group_3625	7.58E-02	2.75E-02	8.86E-01	-2.07E-01	1.47E+00	-1.86E+00	5.06E-01	-1.88E+00	2.68E+00	2.35E+00	1.85E+00	3.16E+00	-2.84E+00	-4.03E+00	2.69E+00	3.06E+00	-2.58E+00	9.64E-01	
group_3630	7.58E-02	1.87E-04	5.95E-02	1.66E+00	8.96E-01	-1.99E+00	7.86E-01	-2.35E+00	3.12E+00	1.87E+00	1.22E+00	2.68E+00	-2.60E+00	-3.86E+00	2.39E+00	2.45E+00	-2.74E+00	1.07E+00	
group_5231	7.58E-02	9.05E-02	1.99E-06	5.75E+00	1.53E+00	-3.05E+00	1.06E+00	-1.69E+00	3.30E+00	4.92E+00	5.51E-01	4.64E+00	-6.09E+00	-5.63E+00	2.65E+00	6.43E+00	-2.27E+00	4.58E+00	
group_531	7.58E-02	5.97E-02	7.53E-04	-4.89E+00	2.08E+00	-1.64E+00	-1.53E-01	-1.99E+00	2.43E+00	2.36E+00	1.11E+00	2.58E+00	-5.35E+00	-2.90E+00	3.65E+00	2.19E+00	-3.52E+00	1.27E+00	
group_541	7.58E-02	5.02E-01	5.39E-01	-6.57E-01	1.10E+00	-1.84E+00	2.27E-01	-1.83E+00	2.98E+00	2.45E+00	1.70E+00	3.16E+00	-2.75E+00	-4.10E+00	2.74E+00	3.07E+00	-2.63E+00	9.47E-01	
group_563	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_6670	7.58E-02	2.37E-01	7.71E-01	2.05E-01	7.05E-01	-1.88E+00	4.73E-01	-1.99E+00	2.68E+00	2.25E+00	1.78E+00	3.14E+00	-2.86E+00	-3.99E+00	2.58E+00	2.89E+00	-2.58E+00	9.84E-01	
group_6846	7.58E-02	1.67E-02	8.22E-03	-2.05E+00	1.14E+00	-1.61E+00	3.69E-01	-1.94E+00	2.95E+00	2.20E+00	1.72E+00	2.95E+00	-2.08E+00	-3.36E+00	2.71E+00	2.98E+00	-2.34E+00	8.28E-01	bad-chisq
cls_1	7.58E-02	2.75E-02	9.49E-02	1.64E+00	1.04E+00	-1.98E+00	1.35E+00	-1.89E+00	2.38E+00	2.08E+00	2.10E+00	3.16E+00	-1.92E+00	-4.12E+00	2.35E+00	3.09E+00	-2.32E+00	9.45E-01	
group_7068	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
fdx2_2	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
group_7423	7.58E-02	3.89E-01	2.41E-01	-7.69E-01	6.77E-01	-1.81E+00	5.36E-01	-1.97E+00	2.97E+00	2.09E+00	2.06E+00	3.11E+00	-2.87E+00	-4.02E+00	2.67E+00	2.83E+00	-2.61E+00	1.14E+00	
group_7483	7.58E-02	5.97E-02	1.14E-05	-1.07E+01	2.93E+00	-1.61E+00	1.62E-01	-2.06E+00	2.71E+00	2.39E+00	1.09E+00	2.66E+00	-1.02E+01	-2.27E+00	4.92E+00	1.57E+00	-4.71E+00	1.90E+00	
group_7578	7.58E-02	2.37E-01	3.68E-01	-1.09E+00	1.28E+00	-1.78E+00	7.50E-01	-2.37E+00	2.64E+00	2.74E+00	1.75E+00	2.64E+00	-2.64E+00	-4.11E+00	2.76E+00	3.16E+00	-2.71E+00	1.07E+00	
group_7889	7.58E-02	1.70E-01	1.23E-02	-2.50E+00	1.24E+00	-1.64E+00	3.04E-01	-1.81E+00	2.51E+00	1.98E+00	1.65E+00	2.69E+00	-4.14E+00	-3.32E+00	2.78E+00	2.25E+00	-3.00E+00	1.43E+00	
group_8049	7.58E-02	1.26E-03	1.54E-04	2.98E+00	8.54E-01	-2.27E+00	1.25E+00	-1.19E+00	2.82E+00	1.47E+00	2.75E+00	2.59E+00	-3.33E+00	-5.18E+00	3.49E+00	3.43E+00	-2.57E+00	9.48E-01	
group_8140	7.58E-02	7.26E-01	3.93E-01	-1.19E+00	1.53E+00	-1.76E+00	7.44E-01	-2.61E+00	2.77E+00	2.52E+00	1.68E+00	3.53E+00	-2.59E+00	-3.62E+00	2.48E+00	2.72E+00	-2.56E+00	1.03E+00	
group_8141	7.58E-02	7.26E-01	3.93E-01	-1.19E+00	1.53E+00	-1.76E+00	7.44E-01	-2.61E+00	2.77E+00	2.52E+00	1.68E+00	3.53E+00	-2.59E+00	-3.62E+00	2.48E+00	2.72E+00	-2.56E+00	1.03E+00	
group_8142	7.58E-02	7.26E-01	3.93E-01	-1.19E+00	1.53E+00	-1.76E+00	7.44E-01	-2.61E+00	2.77E+00	2.52E+00	1.68E+00	3.53E+00	-2.59E+00	-3.62E+00	2.48E+00	2.72E+00	-2.56E+00	1.03E+00	
group_816	7.58E-02	2.37E-01	8.84E-02	1.62E+00	9.80E-01	-2.03E+00	1.18E+00	-2.97E+00	2.54E+00	1.87E+00	2.32E+00	3.21E+00	-2.97E+00	-4.20E+00	2.96E+00	3.12E+00	-2.51E+00	1.04E+00	
group_828	7.58E-02	3.68E-03	1.03E-03	-3.18E+00	6.70E-01	-1.67E+00	3.28E-01	-1.64E+00	3.03E+00	2.22E+00	1.73E+00	3.01E+00	-2.84E+00	-3.88E+00	2.72E+00	2.80E+00	-2.35E+00	8.91E-01	bad-chisq
group_8598	7.58E-02	7.26E-01	7.43E-02	1.95E+00	1.10E+00	-2.10E+00	4.35E-01	-1.23E+00	2.85E+00	2.23E+00	1.83E+00	2.94E+00	-3.62E+00	-5.05E+00	2.81E+00	3.36E+00	-2.71E+00	9.66E-01	
group_881	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_883	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
